Player,Span,matches,innings,not_out,runs,high_score,average,balls_faced,strike_rate,centuries,fifties,ducks,4s,6s,Unnamed: 15,format
Waqar Khan (Peru),2019-2019,4,2.0,1.0,2.0,2*,2.0,3.0,66.66,0.0,0.0,1.0,0,0,,T20
Waqas Raja (Fin),2019-2019,1,1.0,1.0,2.0,2*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
UWMBCA Welegedara (SL),2010-2010,2,1.0,1.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
BTJ Wheal (SCOT),2016-2017,5,2.0,2.0,2.0,2*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
UT Yadav (INDIA),2012-2019,7,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0,0,,T20
Zaheer Maqsood (UAE),2015-2016,3,1.0,0.0,2.0,2,2.0,5.0,40.0,0.0,0.0,0.0,0,0,,T20
Z Abbasi (Botsw),2019-2019,1,1.0,0.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
KK Ahmed (INDIA),2018-2019,14,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
J Allen (),2019-2019,2,2.0,1.0,1.0,1*,1.0,4.0,25.0,0.0,0.0,1.0,0,0,,T20
HS Alta (TKY),2019-2019,4,4.0,1.0,1.0,1*,0.33,10.0,10.0,0.0,0.0,3.0,0,0,,T20
JM Anderson (ENG),2007-2009,19,4.0,3.0,1.0,1*,1.0,2.0,50.0,0.0,0.0,1.0,0,0,,T20
B Angeltti (Arg),2019-2019,3,1.0,0.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0,0,,T20
V Ateak (Ghana),2019-2019,4,1.0,1.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
Awais Malik (QAT),2019-2019,11,4.0,0.0,1.0,1,0.25,4.0,25.0,0.0,0.0,3.0,0,0,,T20
Babar Ali (BAH),2019-2019,3,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
DE Bernard (WI),2009-2009,1,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
S Bhari (NEPAL),2019-2019,6,3.0,2.0,1.0,1*,1.0,5.0,20.0,0.0,0.0,1.0,0,0,,T20
DE Bollinger (AUS),2011-2014,9,2.0,2.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
DR Brown (SCOT),2007-2007,2,1.0,0.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
N Buckle (GUE),2019-2019,3,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
DL Chahar (INDIA),2018-2019,10,2.0,2.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
R Dhawan (INDIA),2016-2016,1,1.0,1.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
Dhiman Ghosh (BDESH),2008-2008,1,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
HH Dippenaar (SA),2006-2006,1,1.0,0.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
B Dugic (Serb),2019-2019,2,1.0,0.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0,0,,T20
GDR Eranga (CAN),2019-2019,9,1.0,0.0,1.0,1,1.0,1.0,100.0,0.0,0.0,0.0,0,0,,T20
AC Evans (SCOT),2015-2019,27,6.0,1.0,1.0,1*,0.2,10.0,10.0,0.0,0.0,5.0,0,0,,T20
LH Ferguson (NZ),2017-2019,8,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0,0,,T20
P Florin (ROM),2019-2019,4,2.0,1.0,1.0,1*,1.0,1.0,100.0,0.0,0.0,1.0,0,0,,T20
MD Garratt (GIBR),2019-2019,4,2.0,1.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
A Gavde (Caym),2019-2019,1,1.0,0.0,1.0,1,1.0,6.0,16.66,0.0,0.0,0.0,0,0,,T20
O Goker (TKY),2019-2019,1,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
Hashmatullah Shahidi (AFG),2013-2013,1,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
GM Hyde (Blz),2019-2019,3,1.0,0.0,1.0,1,1.0,6.0,16.66,0.0,0.0,0.0,0,0,,T20
JS Jesani (KENYA),2007-2007,1,1.0,0.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
MBS Jonkman (NL),2010-2010,3,1.0,0.0,1.0,1,1.0,8.0,12.5,0.0,0.0,0.0,0,0,,T20
B Khumalo (Botsw),2019-2019,3,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0,0,,T20
GE Kidd (IRE),2010-2010,1,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
VJ Kingma (NL),2016-2019,4,2.0,1.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
DS Kulkarni (INDIA),2016-2016,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
A Lagos (),2019-2019,1,1.0,1.0,1.0,1*,,4.0,25.0,0.0,0.0,0.0,0,0,,T20
J Lewis (ENG),2005-2007,2,2.0,1.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0,0,,T20
J Louw (SA),2008-2009,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
R Mahajan (PHI),2019-2019,3,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
SI Mahmood (ENG),2006-2009,4,2.0,2.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
RD McCann (IRE),2012-2012,3,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
MR Montfort (CAN),2019-2019,1,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
Muhammed Shanil (UAE),2016-2016,1,1.0,1.0,1.0,1*,,3.0,33.33,0.0,0.0,0.0,0,0,,T20
M Muralitharan (SL),2006-2010,12,2.0,0.0,1.0,1,0.5,5.0,20.0,0.0,0.0,1.0,0,0,,T20
B Muzarabani (ZIM),2018-2018,6,3.0,2.0,1.0,1*,1.0,5.0,20.0,0.0,0.0,1.0,0,0,,T20
M Nasim Baras (AFG),2015-2015,3,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
A Nathwani (Aut),2019-2019,5,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
R Neale (LUX),2019-2019,3,2.0,0.0,1.0,1,0.5,6.0,16.66,0.0,0.0,1.0,0,0,,T20
ML Nkala (ZIM),2006-2006,1,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0,0,,T20
MS Panesar (ENG),2007-2007,1,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
SD Parry (ENG),2014-2015,5,1.0,0.0,1.0,1,1.0,1.0,100.0,0.0,0.0,0.0,0,0,,T20
MDK Perera (SL),2011-2011,3,2.0,0.0,1.0,1,0.5,6.0,16.66,0.0,0.0,1.0,0,0,,T20
DBL Powell (WI),2007-2007,5,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
EC Rainsford (ZIM),2010-2010,2,1.0,1.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
KB Ratilal (PNM),2019-2019,3,1.0,1.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
EB Ringera (KENYA),2019-2019,1,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0,0,,T20
WJR Robertson (JER),2019-2019,6,2.0,2.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
BA Sambo (Moz),2019-2019,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
O Sam Arthur (CRC),2019-2019,3,2.0,1.0,1.0,1,1.0,1.0,100.0,0.0,0.0,0.0,0,0,,T20
Sandeep Sharma (INDIA),2015-2015,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
M Sarenac (Serb),2019-2019,2,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
Sayed Shirzad (AFG),2015-2019,4,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
ZK Shem (VAN),2019-2019,5,2.0,2.0,1.0,1*,,4.0,25.0,0.0,0.0,0.0,0,0,,T20
PM Siddle (AUS),2009-2010,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
KM Silva (),2019-2019,3,2.0,0.0,1.0,1,0.5,6.0,16.66,0.0,0.0,1.0,0,0,,T20
Sohail Khan (PAK),2008-2017,5,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
Sohrawordi Shuvo (BDESH),2010-2010,1,1.0,1.0,1.0,1*,,3.0,33.33,0.0,0.0,0.0,0,0,,T20
AL Stephen (VAN),2019-2019,2,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
EP Thompson (NZ),2008-2008,1,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
RJW Topley (ENG),2015-2016,6,1.0,1.0,1.0,1*,,2.0,50.0,0.0,0.0,0.0,0,0,,T20
TE Tucker (BMUDA),2008-2008,1,1.0,0.0,1.0,1,1.0,5.0,20.0,0.0,0.0,0.0,0,0,,T20
T Turan (TKY),2019-2019,4,4.0,0.0,1.0,1,0.25,17.0,5.88,0.0,0.0,3.0,0,0,,T20
R van der Merwe (Arg),2019-2019,5,2.0,2.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
I Wardlaw (SCOT),2013-2013,4,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0,0,,T20
Wasim Ali (OMAN),2019-2019,1,1.0,0.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0,0,,T20
G Wijekoon (SL),2007-2007,3,2.0,1.0,1.0,1*,1.0,5.0,20.0,0.0,0.0,1.0,0,0,,T20
JD Wildermuth (AUS),2018-2018,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
Yamin Ahmadzai (AFG),2015-2015,2,1.0,1.0,1.0,1*,,1.0,100.0,0.0,0.0,0.0,0,0,,T20
Zaki Ul Hassan (Belg),2019-2019,3,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0,0,,T20
Zeeshan Abbas (BAH),2019-2019,1,1.0,0.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0,0,,T20
Abdul Shakoor (ROM),2019-2019,2,1.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,,T20
AS Abioye (NGA),2019-2019,5,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
Aizaz Cheema (PAK),2011-2012,5,1.0,1.0,0.0,0*,,3.0,0.0,0.0,0.0,0.0,0,0,,T20
C Akyuz (TKY),2019-2019,2,2.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,2.0,0,0,,T20
Ali Naqi (PORT),2019-2019,4,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
MA Aponso (SL),2018-2018,3,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
S Arachchige (ITA),2019-2019,4,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
Ashiqullah Said (Belg),2019-2019,3,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
SK Atai (PNG),2019-2019,2,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
MS Aulakh (CAN),2012-2013,3,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
CT Bancroft (AUS),2016-2016,1,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
M Bhanuka (SL),2019-2019,2,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
IDR Bradshaw (WI),2006-2006,1,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
DR Briggs (ENG),2012-2014,7,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
AF Buurman (NL),2010-2010,4,2.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,2.0,0,0,,T20
PP Chawla (INDIA),2010-2012,7,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
DO Christian (WI),2011-2011,2,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
I Civric (Serb),2019-2019,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
S Dalton (CZK-R),2019-2019,3,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
N Dipakkumar Patel (PNM),2019-2019,3,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0,,T20
JN Dorji (BHU),2019-2019,1,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0,,T20
Ehsan Nawaz (HKG),2014-2017,5,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
M Faheem (THAI),2019-2019,4,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
Fakhrul Mohon (PORT),2019-2019,4,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0,,T20
Fiaz Ahmad (KUW),2019-2019,3,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
GC Galanis (),2019-2019,2,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
Gershon Yusuf (NGA),2019-2019,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
L Gharasim (ROM),2019-2019,2,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
M Goonetilleke (MALTA),2019-2019,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
SM Harwood (AUS),2007-2009,3,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
T Henderson (SA),2006-2006,1,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
KC Hodsoll (BMUDA),2008-2008,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
Imran Khan (1) (PAK),2015-2015,3,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
P Kerai (KENYA),2019-2019,6,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
S Keshvani (CAN),2010-2010,2,1.0,1.0,0.0,0*,,1.0,0.0,0.0,0.0,0.0,0,0,,T20
RN Lewis (WI),2008-2008,1,1.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,1.0,0,0,,T20
CA Liyanage (Mald),2019-2019,2,2.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
K Loday (BHU),2019-2019,1,1.0,1.0,0.0,0*,,1.0,0.0,0.0,0.0,0.0,0,0,,T20
AJ McKay (NZ),2010-2010,2,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
GI Maiden (SCOT),2008-2008,3,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
OM Marshall (Peru),2019-2019,3,1.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,,T20
M Meade (Chile),2019-2019,1,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
A Mehmood (HKG),2016-2016,2,1.0,1.0,0.0,0*,,1.0,0.0,0.0,0.0,0.0,0,0,,T20
Michael Nazir (MALTA),2019-2019,1,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
TS Mills (ENG/ICC),2016-2018,5,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
A Mishra (INDIA),2010-2017,10,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0,,T20
Mohameed Taiwo (NGA),2019-2019,2,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
Mohammad Kashif (NL),2010-2010,3,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
Mohammad Qazi (CAN),2008-2008,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
Mohammed Nadeem (QAT),2019-2019,15,2.0,2.0,0.0,0*,,1.0,0.0,0.0,0.0,0.0,0,0,,T20
HJC Mol (NL),2008-2008,4,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
JK Mukhiya (NEPAL),2014-2015,4,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
Musa Shaheen (DEN),2019-2019,1,1.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,,T20
T Muzarabani (ZIM),2015-2016,9,1.0,1.0,0.0,0*,,2.0,0.0,0.0,0.0,0.0,0,0,,T20
Naveed Ahmed (CZK-R),2019-2019,7,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
Nawaf Ahmed (KUW),2019-2019,1,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
A Nel (SA),2005-2007,2,1.0,1.0,0.0,0*,,2.0,0.0,0.0,0.0,0.0,0,0,,T20
AA Noffke (AUS),2007-2008,2,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0,,T20
Noor Momand (Belg),2019-2019,2,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
L Nussbaumer (GUE),2019-2019,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
A Orfila (GIBR),2019-2019,1,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
MM Patel (INDIA),2011-2011,3,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
PDRL Perera (SL),2006-2006,2,2.0,2.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
T Phaswana (Botsw),2019-2019,1,1.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,,T20
Rahman Ademi (Serb),2019-2019,2,1.0,1.0,0.0,0*,,4.0,0.0,0.0,0.0,0.0,0,0,,T20
DM Richards (WI),2009-2009,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
R Rivas (Chile),2019-2019,3,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
Rumman Raees (PAK),2016-2018,8,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
NA Saini (INDIA),2019-2019,5,1.0,1.0,0.0,0*,,1.0,0.0,0.0,0.0,0.0,0,0,,T20
Sajid Liaqat (GER),2019-2019,2,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
K Santokie (WI),2011-2014,12,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
I Sawmy (DEN),2019-2019,2,2.0,1.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
Shaheen Shah Afridi (PAK),2018-2019,10,1.0,1.0,0.0,0*,,2.0,0.0,0.0,0.0,0.0,0,0,,T20
A Shahzad (ENG),2010-2011,3,1.0,1.0,0.0,0*,,3.0,0.0,0.0,0.0,0.0,0,0,,T20
Shakeel Ansar (PAK),2012-2012,2,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
T Shamsi (SA),2017-2019,16,3.0,2.0,0.0,0*,0.0,5.0,0.0,0.0,0.0,1.0,0,0,,T20
B Shikongo (NAM),2019-2019,11,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
BA Simango (Moz),2019-2019,2,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
M Simmons (BMUDA),2019-2019,2,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
M Simpson-Parker (Aut),2019-2019,3,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
MS Sinclair (NZ),2005-2007,2,2.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,2.0,0,0,,T20
S Singh (PORT),2019-2019,1,1.0,0.0,0.0,0,0.0,9.0,0.0,0.0,0.0,1.0,0,0,,T20
L Sipamla (SA),2019-2019,5,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
S Soosiyakumar (),2019-2019,1,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
ES Soto (CRC),2019-2019,1,1.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,,T20
L Sreekumar (UAE),2017-2017,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
H Ssenyondo (UGA),2019-2019,4,1.0,1.0,0.0,0*,,0.0,,0.0,0.0,0.0,0,0,,T20
Taijul Islam (BDESH),2019-2019,2,1.0,1.0,0.0,0*,,1.0,0.0,0.0,0.0,0.0,0,0,,T20
Ziaur Rehman (Fin),2019-2019,1,1.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,1.0,0,0,,T20
M Zondeki (SA),2006-2006,1,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,,T20
Zulqarnain Haider (ESP),2019-2019,5,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0,,T20
YA Abdulla (SA),2009-2009,2,,,,-,,,,,,,-,-,,T20
Abdur Rauf (PAK),2008-2008,1,,,,-,,,,,,,-,-,,T20
RA Abolarin (NGA),2019-2019,1,,,,-,,,,,,,-,-,,T20
F Achelam (UGA),2019-2019,1,,,,-,,,,,,,-,-,,T20
GW Aldridge (NZ),2011-2011,1,,,,-,,,,,,,-,-,,T20
TR Ambrose (ENG),2008-2008,1,,,,-,,,,,,,-,-,,T20
A Anemogiannis (),2019-2019,1,,,,-,,,,,,,-,-,,T20
S Aravind (INDIA),2015-2015,1,,,,-,,,,,,,-,-,,T20
JC Archer (ENG),2019-2019,1,,,,-,,,,,,,-,-,,T20
Arsalan Qadir (CAN),2010-2010,1,,,,-,,,,,,,-,-,,T20
Asad Ali (PAK),2013-2013,2,,,,-,,,,,,,-,-,,T20
Atif Ali Khan (UAE),2016-2016,1,,,,-,,,,,,,-,-,,T20
P Awana (INDIA),2012-2012,2,,,,-,,,,,,,-,-,,T20
LS Baker (WI),2008-2009,3,,,,-,,,,,,,-,-,,T20
L Balaji (INDIA),2012-2012,5,,,,-,,,,,,,-,-,,T20
JT Ball (ENG),2018-2018,2,,,,-,,,,,,,-,-,,T20
S Bantzas (),2019-2019,1,,,,-,,,,,,,-,-,,T20
TC Bastiampillai (CAN),2010-2010,2,,,,-,,,,,,,-,-,,T20
MD Bates (NZ),2012-2012,3,,,,-,,,,,,,-,-,,T20
D Bau (PNG),2017-2017,1,,,,-,,,,,,,-,-,,T20
JP Behrendorff (AUS),2017-2019,7,,,,-,,,,,,,-,-,,T20
CC Blake (VAN),2019-2019,3,,,,-,,,,,,,-,-,,T20
N Boje (SA),2005-2005,1,,,,-,,,,,,,-,-,,T20
SM Boland (AUS),2016-2016,3,,,,-,,,,,,,-,-,,T20
CG Burnett (SCOT),2013-2013,1,,,,-,,,,,,,-,-,,T20
DK Butler (WI),2006-2006,1,,,,-,,,,,,,-,-,,T20
RD Chahar (INDIA),2019-2019,1,,,,-,,,,,,,-,-,,T20
N Chejay (BHU),2019-2019,1,,,,-,,,,,,,-,-,,T20
C Chete (MWI),2019-2019,2,,,,-,,,,,,,-,-,,T20
SR Clark (AUS),2006-2007,9,,,,-,,,,,,,-,-,,T20
MS Crane (ENG),2017-2017,2,,,,-,,,,,,,-,-,,T20
D Daesrath (CAN),2013-2013,1,,,,-,,,,,,,-,-,,T20
M de Lange (SA),2012-2015,6,,,,-,,,,,,,-,-,,T20
SI de Saram (SL),2009-2009,1,,,,-,,,,,,,-,-,,T20
BJ Diamanti (NZ),2009-2009,1,,,,-,,,,,,,-,-,,T20
V Dikov (),2019-2019,3,,,,-,,,,,,,-,-,,T20
K Dorji (BHU),2019-2019,2,,,,-,,,,,,,-,-,,T20
PS Eaglestone (IRE),2010-2010,1,,,,-,,,,,,,-,-,,T20
BT Foakes (ENG),2019-2019,1,,,,-,,,,,,,-,-,,T20
BC Fortuin (SA),2019-2019,2,,,,-,,,,,,,-,-,,T20
O Fournier (CRC),2019-2019,2,,,,-,,,,,,,-,-,,T20
R Frylinck (SA),2017-2018,3,,,,-,,,,,,,-,-,,T20
ST Gabriel (WI),2013-2013,2,,,,-,,,,,,,-,-,,T20
Garret Banner (Blz),2019-2019,1,,,,-,,,,,,,-,-,,T20
B Geeves (AUS),2009-2009,1,,,,-,,,,,,,-,-,,T20
S Goud (CZK-R),2019-2019,1,,,,-,,,,,,,-,-,,T20
D Gough (ENG),2005-2006,2,,,,-,,,,,,,-,-,,T20
HF Gurney (ENG),2014-2014,2,,,,-,,,,,,,-,-,,T20
Hamza Tahir (SCOT),2018-2019,11,,,,-,,,,,,,-,-,,T20
SJ Harmison (ENG),2005-2006,2,,,,-,,,,,,,-,-,,T20
RJ Hatchman (GIBR),2019-2019,1,,,,-,,,,,,,-,-,,T20
JR Hazlewood (AUS),2013-2016,7,,,,-,,,,,,,-,-,,T20
J Hurley (Arg),2019-2019,3,,,,-,,,,,,,-,-,,T20
Ibrahim Khan (Saudi),2019-2019,1,,,,-,,,,,,,-,-,,T20
Iftikhar Anjum (PAK),2007-2009,2,,,,-,,,,,,,-,-,,T20
Imran Ashraf (QAT),2019-2019,3,,,,-,,,,,,,-,-,,T20
D Jakiel (ZIM),2019-2019,2,,,,-,,,,,,,-,-,,T20
Joginder Sharma (INDIA),2007-2007,4,,,,-,,,,,,,-,-,,T20
GJ Joseph (Blz),2019-2019,1,,,,-,,,,,,,-,-,,T20
Jubair Hossain (BDESH),2015-2015,1,,,,-,,,,,,,-,-,,T20
TP Kamungozi (ZIM),2014-2014,1,,,,-,,,,,,,-,-,,T20
M Kartik (INDIA),2007-2007,1,,,,-,,,,,,,-,-,,T20
S Kaul (INDIA),2018-2019,3,,,,-,,,,,,,-,-,,T20
UKPW Kumaranayaka (KUW),2019-2019,3,,,,-,,,,,,,-,-,,T20
B Laughlin (AUS),2009-2013,3,,,,-,,,,,,,-,-,,T20
E Leie (SA),2015-2015,2,,,,-,,,,,,,-,-,,T20
